employee_id,first_name,last_name,date_of_birth,email,phone_number,hire_date,job_title,department,manager_id,blood_status,wand_core,magical_rank,is_active,salary_galleons,performance_score,spell_efficiency,charm_accuracy,years_of_experience
283,Jennifer,sneill,1724-10-15,troytrujillo@yahoo.com,001-826-721-9537x11755,2015-08-30,Senior Enchanter,Mystical Logistics,40.0,Unknown,Unicorn Hair,Master,True,3308,3,7,10,23
284,Cody,Ochoa,1869-08-08,heather88@howell.com,(524)302-7246x5784,2009-06-12,Wand Safety Officer,Wand Engineering,6.0,Squib,Unknown,Intern,False,4671,7,9,4,11
285,Sgephanie,Newton,1940-05-26,winterschristina@yahoo.com,(485)086-2485,2005-07-01,Magical HR Specialist,Mystical Logistics,6.0,Half-blood,Mysterious Core,Apprentice,True,4364,9,9,1,13
286,RoHin,Martinez,1917-07-05,mrivas@hotmail.com,001-592-917-2248x3035,2009-06-04,Senior Enchanter,Magical Security,24.0,Muggle-born,Thestral Tail Hair,Adept,True,4263,5,3,9,13
287,Christina,Sims,1877-07-03,kennethdunn@patton.com,(670)625-8719x09824,2020-02-14,Wand Safety Officer,Spellcrafting,25.0,Unknown,Phoenix Feather,Intern,True,3384,9,1,7,22
288,Jonathan,Ray,1940-05-19,ryan59@hayes.com,866-485-0133,2012-11-11,Senior Enchanter,Spellcrafting,9.0,Squib,Mysterious Core,Apprentice,False,4830,7,6,9,3
289,Amber,Prince,1941-10-20,petersandrew@davis.com,936-725-4513x668,2019-07-18,Wand Safety Officer,Spellcrafting,2.0,Half-blood,Veela Hair,Master,True,2606,1,3,1,13
290,Jason,RReves,1876-12-15,william07@ramirez.com,445.269.9694x2338,2019-09-10,Junior Spell Crafter,Wand Engineering,45.0,Half-blood,Veela Hair,Consultant,False,4482,5,9,1,7
291,Paul,Ramos,1724-07-31,,578-425-2373,2023-11-10,Magical HR Specialist,HR & Muggle Relations,21.0,Squib,Phoenix Feather,Master,True,4422,10,4,2,20
292,Kristen,Ticks,1769-09-20,timothy41@gmail.com,001-061-943-6667x70155,2018-03-31,Master of Charms,Mystical Logistics,25.0,Half-blood,Unicorn Hair,Consultant,False,903,3,8,7,13
293,Courtney,Roberts,1767-11-06,cking@gmail.com,583.621.7372x8090,2014-02-16,Magical HR Specialist,Potion Research,48.0,Half-blood,Thestral Tail Hair,Master,False,3112,2,4,6,5
294,RichGrd,Wolf,1902-06-05,hprice@long.com,(147)110-3411x71155,2016-10-27,Senior Enchanter,HR & Muggle Relations,39.0,Half-blood,Veela Hair,Consultant,False,4286,4,10,7,16
295,Sabrina,Gomez,1897-05-14,brandon66@yahoo.com,650-736-0832,2024-11-19,Potions Intern,HR & Muggle Relations,27.0,Muggle-born,Thestral Tail Hair,Adept,True,1146,5,3,9,19
296,Kathryn,Friedman,1991-04-19,dannyschmidt@gmail.com,039-944-7939x14698,2012-11-02,Senior Enchanter,Magical Security,20.0,Squib,Mysterious Core,Master,False,1093,9,5,9,13
297,Cassidy,Miranda,1724-04-22,bhoward@gmail.com,449-452-3466x325,2023-07-03,Magical HR Specialist,HR & Muggle Relations,11.0,Unknown,Phoenix Feather,Apprentice,True,4562,10,6,5,6
298,Sherry,Allen,1911-12-07,larryavery@anderson-aguilar.com,001-097-041-9284x80944,2016-11-16,Master of Charms,Potion Research,34.0,Half-blood,Phoenix Feather,Master,False,1150,3,5,8,20
299,Stacy,Hicks,1914-05-28,sarah19@yahoo.com,(704)665-8614x068,2009-07-09,Junior Spell Crafter,Mystical Logistics,50.0,Half-blood,Unknown,Master,True,4901,1,5,6,2
300,Stephen,Combs,1790-11-29,ssmith@yahoo.com,001-607-373-8193,2015-06-12,Magical HR Specialist,Potion Research,49.0,Pureblood,Dragon Heartstring,Adept,True,2065,6,3,6,6
301,Brian,Rivera,1904-02-29,mmiller@yahoo.com,001-172-945-7764x469,2024-02-23,Magical HR Specialist,Potion Research,35.0,Half-blood,Veela Hair,Apprentice,True,3558,8,1,6,25
302,Courtney,Bell,1808-11-12,andrewssabrina@cooke-christensen.com,001-147-081-1787x71596,2028-13-40,Master of Charms,HR & Muggle Relations,13.0,Unknown,Dragon Heartstring,Intern,True,2032,6,3,9,10
303,Tanya,Jones,1901-06-05,qwilliams@yahoo.com,,2006-10-31,Junior Spell Crafter,Magical Security,28.0,Pureblood,Mysterious Core,Consultant,False,1886,3,3,5,17
304,Jamie,Benson,1859-06-28,miguel89@baker-parrish.com,,2028-13-40,Potions Intern,Mystical Logistics,35.0,Pureblood,Dragon Heartstring,Apprentice,False,2812,9,5,7,6
305,Jacqueline,Mullits,1835-01-17,baxteraudrey@gmail.com,2466247928,2013-08-17,Junior Spell Crafter,Magical Security,12.0,Pureblood,Thestral Tail Hair,Master,True,4467,10,4,6,17
306,Michael,Ward,1780-01-27,david56@gmail.com,534.433.3777,2011-05-26,Magical HR Specialist,Wand Engineering,39.0,Muggle-born,Unicorn Hair,Consultant,True,616,4,5,2,7
307,Jessica,George,1997-04-30,allisonjames@gmail.com,2949979447,2017-09-15,Wand Safety Officer,Wand Engineering,13.0,Muggle-born,Phoenix Feather,Intern,True,1678,1,6,4,17
308,Kimberly,Rice,1799-04-07,lindalopez@yahoo.com,(362)517-3261,2005-10-30,Master of Charms,Magical Security,1.0,Unknown,Thestral Tail Hair,Adept,True,3010,3,6,5,12
309,Qdrienne,Larsen,1994-05-21,nhoward@gmail.com,+1-603-543-0949x15611,2010-09-28,Wand Safety Officer,Spellcrafting,21.0,Half-blood,Phoenix Feather,Apprentice,True,2896,1,9,1,11
310,Ellen,Mills,1911-08-27,qsullivan@hotmail.com,213-549-2842,2013-08-23,Magical HR Specialist,Potion Research,7.0,Pureblood,Mysterious Core,Master,True,4012,8,3,8,0
311,Nicholas,Johnson,1907-12-17,bryanwiley@reyes-smith.com,342-985-2061x78763,2019-06-08,Master of Charms,Magical Security,46.0,Muggle-born,Dragon Heartstring,Adept,True,4285,1,9,7,24
312,RonaPd,Lopez,1788-05-12,erin11@gmail.com,611-834-8945x3275,2023-04-24,Senior Enchanter,Magical Security,30.0,Unknown,Phoenix Feather,Apprentice,False,2807,7,3,10,11
313,James,Miller,1921-11-17,lukejordan@yahoo.com,834.232.2534x9390,2023-06-21,Magical HR Specialist,Mystical Logistics,33.0,Squib,Thestral Tail Hair,Apprentice,False,3969,8,5,3,25
314,Dana,Horton,1900-07-03,candice62@gmail.com,(838)652-7086x21710,2021-09-02,Potions Intern,Magical Security,46.0,Half-blood,Mysterious Core,Adept,True,802,8,6,3,21
315,Michelle,GDod,1854-10-20,chelsea58@gmail.com,+1-024-724-1499x1736,2005-07-18,Potions Intern,Spellcrafting,13.0,Squib,Phoenix Feather,Consultant,False,2584,2,8,10,11
316,Nicole,Velasquez,1738-05-05,fisherbreanna@tran.com,+1-961-548-5175,2016-01-13,Magical HR Specialist,Magical Security,28.0,Squib,Veela Hair,Consultant,False,4391,7,2,3,11
317,Brenda,Jones,1799-12-10,amy79@little.com,828-966-8778,2013-01-04,Wand Safety Officer,Wand Engineering,43.0,Unknown,Unicorn Hair,Master,True,1346,8,3,10,14
318,Theresa,Wilclx,1741-04-23,uperez@gmail.com,+1-602-227-6134x93570,2018-01-11,Potions Intern,Potion Research,18.0,Pureblood,Mysterious Core,Adept,False,3512,5,2,5,5
319,Uara,Williams,1803-05-09,hallmargaret@yahoo.com,457.120.7048,2019-04-22,Junior Spell Crafter,Mystical Logistics,31.0,Half-blood,Thestral Tail Hair,Consultant,True,4950,6,7,2,22
320,James,Li,1987-04-10,nicole39@ball.com,646.781.3870x924,2008-06-30,Magical HR Specialist,Mystical Logistics,15.0,Pureblood,Unknown,Consultant,False,4234,9,9,3,6
321,Sandra,Williams,1791-10-30,trogers@williams.com,(474)639-5692x14944,2018-01-26,Senior Enchanter,Mystical Logistics,45.0,Squib,Veela Hair,Consultant,True,3012,5,1,3,3
322,Luke,Freeman,1957-03-03,amanda28@walker.com,+1-841-335-0864,2018-03-28,Senior Enchanter,Spellcrafting,21.0,Squib,Dragon Heartstring,Intern,True,2341,7,10,3,3
323,Mike,Pineda,1946-08-25,thomasday@gmail.com,001-546-670-9986x278,2011-09-13,Wand Safety Officer,Potion Research,50.0,Half-blood,Unicorn Hair,Intern,True,3250,1,5,5,13
324,Suzanne,Garcpa,1990-12-24,charles45@garcia.com,575-116-4685x6754,2024-02-27,Master of Charms,Mystical Logistics,41.0,Muggle-born,Dragon Heartstring,Adept,False,2533,7,2,8,20
325,Uoseph,Kennedy,1780-06-20,brauncynthia@adkins.com,555.931.6980x512,2020-10-22,Junior Spell Crafter,Magical Security,26.0,Squib,Unknown,Apprentice,True,2025,3,5,1,2
326,Lynn,BAwen,1866-10-12,ehoffman@gmail.com,,2011-10-15,Junior Spell Crafter,Potion Research,8.0,Half-blood,Unknown,Master,True,4588,9,2,4,3
327,RQy,SeArano,1771-03-31,,708.129.3373x433,2006-03-21,Wand Safety Officer,Wand Engineering,50.0,Half-blood,Unknown,Intern,False,3931,5,9,1,19
328,Brandon,Lee,1898-02-24,harveydonna@yahoo.com,(408)619-7777x88845,2017-10-20,Wand Safety Officer,Potion Research,30.0,Unknown,Veela Hair,Intern,True,2070,1,1,2,18
329,Christopher,Ramirez,1812-10-27,craig77@yahoo.com,583-528-8071x081,2015-04-09,Potions Intern,Wand Engineering,41.0,Squib,Unknown,Master,True,531,2,3,7,23
330,Sean,Phillips,1916-02-29,johnnykerr@short.net,287-033-2236,2008-04-30,Wand Safety Officer,Magical Security,18.0,Muggle-born,Thestral Tail Hair,Adept,True,4399,1,10,2,17
331,Chelsea,Evans,1873-09-01,,(869)356-4627x14934,2011-03-19,Master of Charms,Mystical Logistics,11.0,Muggle-born,Thestral Tail Hair,Apprentice,False,1303,10,8,8,1
332,Daniel,Pratt,1901-12-30,ucardenas@sampson-taylor.com,+1-269-254-2087x65980,2018-03-13,Senior Enchanter,HR & Muggle Relations,14.0,Squib,Phoenix Feather,Adept,False,3503,8,5,6,22
333,Matthew,Chambers,1772-04-29,mcculloughzachary@yahoo.com,,2017-09-18,Potions Intern,Wand Engineering,50.0,Squib,Unknown,Consultant,False,3099,7,1,3,10
334,Ronald,Baldwin,1968-04-29,nryan@hotmail.com,,2010-08-08,Magical HR Specialist,Mystical Logistics,4.0,Squib,Mysterious Core,Consultant,True,913,1,9,5,21
335,Thomas,Owen,1837-04-26,elizabethbrock@yahoo.com,226.868.5692x6189,2014-05-24,Potions Intern,Potion Research,28.0,Pureblood,Unknown,Apprentice,True,3404,8,1,1,19
336,Chad,Olsen,1885-05-16,john44@garrett-wolf.com,,2015-12-13,Wand Safety Officer,Magical Security,48.0,Squib,Unicorn Hair,Master,False,2017,10,7,1,5
337,Heather,Jimenuz,1973-10-06,donsheppard@hotmail.com,,2006-10-05,Senior Enchanter,Mystical Logistics,41.0,Half-blood,Thestral Tail Hair,Intern,False,2067,3,6,10,20
338,Sarah,French,1861-07-04,ryanpayne@hotmail.com,+1-871-368-5220x299,2007-02-27,Wand Safety Officer,Potion Research,23.0,Squib,Mysterious Core,Apprentice,True,2831,9,9,5,4
339,Cynthia,Daugherty,1972-02-13,audrey02@yahoo.com,(036)832-8399x528,2010-09-26,Master of Charms,Mystical Logistics,43.0,Half-blood,Thestral Tail Hair,Master,True,4148,5,3,2,4
340,DVkota,Brown,1781-07-19,amystanley@rodriguez.com,208.391.0108x824,2022-12-20,Junior Spell Crafter,Mystical Logistics,14.0,Pureblood,Veela Hair,Consultant,False,3402,9,5,4,23
341,Connie,Maxwell,1905-01-13,dawsonemily@yahoo.com,(917)428-3700,2025-03-05,Wand Safety Officer,Potion Research,31.0,Squib,Mysterious Core,Apprentice,True,536,2,9,7,1
342,Michelle,Moore,1890-10-21,tracy45@gonzales-murray.org,530.030.8540x624,2008-06-12,Senior Enchanter,Potion Research,42.0,Pureblood,Dragon Heartstring,Intern,True,1013,9,7,5,23
343,Raymond,Daviqson,1746-01-21,ronnieespinoza@sims-ryan.org,,2013-11-03,Senior Enchanter,Wand Engineering,28.0,Half-blood,Thestral Tail Hair,Apprentice,True,4570,10,1,9,21
344,Johnny,Zimmerman,1949-05-04,joe19@burke.com,760.679.3377,2006-03-10,Master of Charms,Wand Engineering,42.0,Squib,Veela Hair,Adept,False,2491,8,8,1,2
345,Charles,Cldne,1785-06-24,austinjohnston@gmail.com,(803)530-5970,2013-06-05,Master of Charms,Wand Engineering,34.0,Squib,Unknown,Apprentice,False,4661,2,10,1,13
346,Jose,Wnite,1761-10-20,david00@yahoo.com,+1-670-574-2098x3759,2016-12-22,Senior Enchanter,Potion Research,21.0,Half-blood,Phoenix Feather,Master,False,4608,6,9,1,4
347,Katherize,Smith,1736-12-17,hallkyle@hotmail.com,411-000-2224,2019-12-16,Magical HR Specialist,HR & Muggle Relations,43.0,Pureblood,Unknown,Consultant,True,1205,4,10,6,5
348,Patricia,George,1985-09-08,wmejia@hotmail.com,+1-620-128-3823x414,2006-08-16,Senior Enchanter,Potion Research,48.0,Squib,Dragon Heartstring,Adept,True,544,4,4,5,15
349,Alejandro,Fowler,1741-04-05,ramirezmichael@diaz-baker.biz,+1-568-624-8585x584,2024-12-21,Senior Enchanter,Magical Security,24.0,Pureblood,Veela Hair,Consultant,False,2746,3,1,5,20
350,Christine,Orr,1764-02-06,mcfarlandsarah@yahoo.com,+1-286-851-2082x8505,2018-01-06,Potions Intern,Magical Security,48.0,Half-blood,Unknown,Master,True,925,10,7,7,13
351,Kelly,Cooper,1867-03-29,,3907809041,2017-02-22,Senior Enchanter,HR & Muggle Relations,13.0,Muggle-born,Phoenix Feather,Intern,True,2801,1,2,7,14
352,Dillon,Carlson,1919-03-15,eric60@yahoo.com,(937)016-4519x18084,2019-07-09,Wand Safety Officer,Magical Security,23.0,Half-blood,Unknown,Master,True,3228,5,9,5,14
353,Melissa,Harrell,1915-04-10,thomas57@hotmail.com,3302057392,2007-07-06,Potions Intern,Wand Engineering,20.0,Half-blood,Unknown,Apprentice,True,3043,3,5,3,7
354,Matthew,Kelly,1760-04-20,reyeslauren@patel.net,086-239-1881,2014-10-14,Junior Spell Crafter,Wand Engineering,36.0,Muggle-born,Phoenix Feather,Apprentice,True,3348,5,3,10,13
355,Jennifer,Green,1906-12-18,kyleorozco@hotmail.com,338-962-4257x91966,2015-08-17,Potions Intern,Magical Security,11.0,Half-blood,Mysterious Core,Master,True,2290,4,10,4,17
356,Donna,Velez,1986-05-21,yburton@gmail.com,130.880.6169x96957,2016-05-21,Master of Charms,HR & Muggle Relations,36.0,Squib,Veela Hair,Intern,False,3305,1,3,1,3
357,Levi,Hickman,1889-10-03,nburns@hotmail.com,380-186-0153,2010-12-18,Master of Charms,Mystical Logistics,16.0,Muggle-born,Dragon Heartstring,Master,False,3439,1,10,6,16
358,Rita,Williams,1999-02-20,natalietran@barry.net,677-184-8624x872,2006-07-19,Potions Intern,Mystical Logistics,1.0,Half-blood,Unknown,Master,False,3930,5,4,1,15
359,Laura,Mckay,1819-09-13,fcook@alexander.com,001-342-130-1890,2013-03-25,Potions Intern,Mystical Logistics,13.0,Half-blood,Veela Hair,Master,False,1131,3,6,2,6
360,Hannah,Brady,1943-03-23,garciasarah@long.info,001-518-134-5785x3161,2011-02-27,Wand Safety Officer,Magical Security,3.0,Half-blood,Unicorn Hair,Adept,True,3307,5,5,8,8
361,Philip,Perez,1826-05-16,woodardronald@yahoo.com,2577945098,2015-10-19,Senior Enchanter,Wand Engineering,34.0,Half-blood,Phoenix Feather,Master,True,732,1,1,9,23
362,Kirk,Benjamin,1921-02-05,gordon51@yahoo.com,753.554.6010,2020-03-14,Junior Spell Crafter,Potion Research,25.0,Half-blood,Mysterious Core,Intern,False,1419,9,7,3,1
363,Michelle,Greene,1743-12-28,allendenise@hotmail.com,001-783-697-7424x652,2019-05-10,Wand Safety Officer,Spellcrafting,6.0,Muggle-born,Unknown,Consultant,False,966,1,4,8,10
364,Rodney,Brown,1792-05-08,rnielsen@baker.com,663-579-6854x1743,2024-07-18,Magical HR Specialist,Potion Research,1.0,Half-blood,Unicorn Hair,Apprentice,True,1276,2,8,9,9
365,Tracey,Clark,1951-06-21,valerie97@hotmail.com,257.299.2483,2024-07-04,Junior Spell Crafter,HR & Muggle Relations,14.0,Half-blood,Unicorn Hair,Adept,True,3791,5,3,3,3
366,Deanna,bay,1951-09-22,zgarcia@gmail.com,,2015-10-13,Senior Enchanter,Spellcrafting,2.0,Squib,Veela Hair,Intern,True,1089,2,9,5,5
367,Kevin,Shew,1831-01-15,sarah29@yahoo.com,408.305.5919,2008-12-14,Wand Safety Officer,Potion Research,50.0,Unknown,Unknown,Intern,False,3122,2,7,7,16
368,Jacob,Everett,1878-02-11,rterry@gmail.com,(077)929-6846,2006-02-25,Junior Spell Crafter,HR & Muggle Relations,4.0,Pureblood,Mysterious Core,Consultant,True,831,7,3,10,16
369,Jessica,Martin,1785-07-03,turnerrobert@yahoo.com,7024869797,2028-13-40,Master of Charms,HR & Muggle Relations,29.0,Pureblood,Veela Hair,Intern,False,4965,10,7,7,9
370,Lindsey,Contreras,1963-05-24,mary93@cooper-duran.com,(923)984-7815x736,2028-13-40,Magical HR Specialist,Potion Research,38.0,Half-blood,Dragon Heartstring,Apprentice,True,1149,8,2,6,8
371,Taimy,Allen,1819-10-10,craig31@johnson-murphy.com,061.475.7305x502,2010-01-12,Junior Spell Crafter,Potion Research,41.0,Squib,Mysterious Core,Consultant,False,4927,8,10,5,11
372,SteRen,Sanders,1775-12-21,mary24@gmail.com,323-080-2679x76691,2012-09-28,Potions Intern,Spellcrafting,29.0,Muggle-born,Veela Hair,Apprentice,False,2126,5,10,10,12
373,Jean,Cortez,1735-01-19,rosedustin@hotmail.com,6773538539,2007-04-13,Master of Charms,HR & Muggle Relations,11.0,Half-blood,Unknown,Master,True,1592,5,9,9,23
374,Jose,Wright,1860-01-08,dariusclark@gmail.com,(565)128-9127,2022-09-22,Magical HR Specialist,Potion Research,41.0,Pureblood,Mysterious Core,Master,True,1509,5,1,9,19
375,Victor,Berger,1817-03-08,rdixon@yahoo.com,121.540.8958x52052,2021-08-17,Senior Enchanter,Mystical Logistics,22.0,Half-blood,Unknown,Consultant,False,2577,9,1,8,16
376,Christine,Dean,1809-05-03,davismatthew@pena-durham.com,,2014-01-02,Magical HR Specialist,Spellcrafting,14.0,Muggle-born,Phoenix Feather,Consultant,False,3745,6,6,1,13
377,Jared,Rodriguez,1979-07-11,allison35@yahoo.com,(287)431-1590,2005-12-03,Junior Spell Crafter,Mystical Logistics,13.0,Half-blood,Thestral Tail Hair,Consultant,True,1191,3,7,6,8
378,Kaitlyn,Wilson,1734-12-06,jenniferpatrick@hotmail.com,(951)564-3372,2021-12-18,Senior Enchanter,Mystical Logistics,47.0,Half-blood,Mysterious Core,Master,True,4202,10,8,4,0
379,Martin,Miller,1931-07-03,cynthiapage@robertson.com,+1-084-400-1374x209,2010-03-10,Master of Charms,Spellcrafting,25.0,Muggle-born,Mysterious Core,Master,False,4380,4,1,9,10
380,Douglas,Jlckson,1761-03-10,caroldiaz@yahoo.com,+1-856-384-9756x8560,2007-03-11,Wand Safety Officer,Wand Engineering,30.0,Half-blood,Unicorn Hair,Adept,False,1486,8,3,9,17
381,StephOnie,Pearson,1805-10-21,dmason@smith.info,001-521-118-3212,2028-13-40,Potions Intern,Spellcrafting,36.0,Unknown,Thestral Tail Hair,Intern,True,3545,2,2,7,20
382,Jasmine,Vincent,1784-08-11,mgomez@gmail.com,(793)918-5095x915,2028-13-40,Wand Safety Officer,Potion Research,22.0,Half-blood,Phoenix Feather,Intern,True,3721,9,4,6,25
383,Gregory,Thompson,1783-10-15,jacobacosta@hotmail.com,+1-365-515-7668x5891,2016-03-23,Wand Safety Officer,Spellcrafting,20.0,Squib,Mysterious Core,Adept,False,4773,9,8,1,25
384,Joseph,Morris,1855-09-20,washingtonmelissa@gmail.com,991.656.7870x66525,2012-05-15,Magical HR Specialist,Potion Research,20.0,Muggle-born,Phoenix Feather,Apprentice,True,1542,4,9,3,7
385,AlBxandra,Whitaker,1979-01-31,jonathandavidson@gmail.com,+1-271-400-0461x2886,2008-04-25,Potions Intern,Wand Engineering,45.0,Unknown,Thestral Tail Hair,Adept,False,2545,3,8,1,25
386,Manuel,Moyer,1772-03-23,mking@yahoo.com,+1-274-338-2955x701,2008-04-14,Potions Intern,Potion Research,27.0,Muggle-born,Dragon Heartstring,Consultant,True,2460,5,4,7,13
387,Kaitlyn,Blackburn,1729-04-29,yorkalicia@coffey.biz,001-407-070-0268,2010-11-28,Wand Safety Officer,Mystical Logistics,1.0,Muggle-born,Veela Hair,Adept,True,2177,7,8,3,15
388,Robert,gerez,1975-05-29,colemanapril@jones-collins.com,+1-604-707-1471x85278,2015-12-15,Senior Enchanter,Spellcrafting,5.0,Squib,Thestral Tail Hair,Consultant,False,2295,6,6,7,2
389,David,Knvght,1791-11-17,morsetina@yahoo.com,001-638-419-7031,2005-10-28,Senior Enchanter,HR & Muggle Relations,44.0,Squib,Mysterious Core,Consultant,True,1152,5,10,6,6
390,Patricia,Clark,1754-03-12,smercado@hotmail.com,463-908-6297x6577,2021-09-11,Junior Spell Crafter,Wand Engineering,8.0,Pureblood,Thestral Tail Hair,Adept,False,4767,7,4,10,10
391,Lauren,Brewer,1895-09-19,hamiltonmichelle@walker-mills.com,001-606-442-5823x550,2021-04-27,Wand Safety Officer,Potion Research,24.0,Squib,Thestral Tail Hair,Consultant,False,1177,8,3,10,11
392,Melanie,SpeNcer,1969-11-08,rebekah18@gmail.com,9589770751,2016-08-20,Magical HR Specialist,Mystical Logistics,40.0,Muggle-born,Thestral Tail Hair,Intern,False,1333,3,2,8,3
393,Kimberly,Guzman,1757-12-23,jennifer42@yahoo.com,356-646-8685x465,2024-10-16,Senior Enchanter,Mystical Logistics,38.0,Muggle-born,Phoenix Feather,Adept,False,539,2,6,9,15
394,Mark,Gvrrison,1823-09-04,vroberts@hotmail.com,,2008-11-30,Junior Spell Crafter,Spellcrafting,48.0,Squib,Thestral Tail Hair,Apprentice,True,3846,6,8,5,6
395,Taylor,Chavez,1729-01-21,,(064)100-8658x967,2023-03-24,Master of Charms,HR & Muggle Relations,17.0,Squib,Phoenix Feather,Consultant,True,2992,1,6,4,22
396,Jennifer,Reed,1833-02-17,,(597)273-1828,2021-11-09,Wand Safety Officer,HR & Muggle Relations,32.0,Half-blood,Dragon Heartstring,Apprentice,False,3409,9,2,4,3
397,Robert,Diaz,1740-05-02,lwilliams@hotmail.com,(182)688-0563,2019-09-24,Master of Charms,Mystical Logistics,20.0,Squib,Thestral Tail Hair,Intern,True,1466,10,9,7,4
398,Shane,Long,1824-04-03,pjones@chung.com,330.548.7061x97801,2009-05-16,Master of Charms,Magical Security,34.0,Unknown,Unknown,Adept,False,4530,5,10,6,9
399,Autumn,parpenter,1802-12-31,,(386)682-7960x4198,2017-11-07,Junior Spell Crafter,Potion Research,36.0,Muggle-born,Mysterious Core,Apprentice,False,3258,9,8,8,18
400,Lulia,Yates,1852-08-03,tylergray@gmail.com,225-089-0027x4260,2019-02-27,Junior Spell Crafter,Potion Research,16.0,Unknown,Thestral Tail Hair,Intern,True,1987,8,1,7,5
401,Charlene,Thomas,1944-02-01,,506-976-2460,2009-01-10,Junior Spell Crafter,Mystical Logistics,44.0,Muggle-born,Thestral Tail Hair,Apprentice,True,4894,6,3,10,3
402,Tracy,Thompson,1770-03-20,browningconnie@diaz-bell.biz,841.804.1410x179,2025-02-16,Master of Charms,Mystical Logistics,39.0,Squib,Dragon Heartstring,Adept,False,1688,9,3,7,19
403,Cynthia,Clark,1767-12-19,shaunwilliams@gmail.com,800-606-2563,2028-13-40,Potions Intern,Mystical Logistics,43.0,Squib,Veela Hair,Apprentice,False,3600,4,8,6,24
404,Jennifer,Wood,1973-12-25,,001-508-239-5595x26118,2023-01-18,Wand Safety Officer,Mystical Logistics,12.0,Pureblood,Unknown,Master,False,1827,7,6,7,21
405,Kyle,Roberts,1921-03-28,samueltorres@ray.net,001-663-482-7230x8241,2020-06-02,Wand Safety Officer,Mystical Logistics,47.0,Pureblood,Unknown,Master,True,614,3,3,4,7
406,Tammy,Weber,1808-05-08,lisamiller@hale.info,001-850-452-4228,2006-07-08,Potions Intern,Wand Engineering,38.0,Pureblood,Phoenix Feather,Master,True,4148,1,6,10,25
407,MBguel,Wallace,1825-08-27,umcclain@young.com,(002)389-2529x234,2015-06-05,Junior Spell Crafter,Mystical Logistics,40.0,Unknown,Mysterious Core,Consultant,True,555,6,9,2,1
408,JaCmine,Bowen,1960-08-17,adamsnatalie@gmail.com,(351)839-8769x51231,2020-05-17,Master of Charms,Mystical Logistics,2.0,Half-blood,Veela Hair,Intern,True,816,10,6,5,7
409,Brian,Coffey,1938-05-11,johnowens@campos-jacobs.com,818-236-8265,2022-11-24,Potions Intern,Spellcrafting,31.0,Half-blood,Mysterious Core,Intern,True,1775,5,8,4,14
410,Tabitha,Cochran,1885-10-10,hollanddonald@grant.com,(157)931-4965,2006-10-26,Junior Spell Crafter,HR & Muggle Relations,18.0,Unknown,Veela Hair,Master,False,3199,4,8,9,8
411,Kenneth,Brown,1847-09-30,,001-178-383-1332x628,2021-08-09,Junior Spell Crafter,Wand Engineering,5.0,Muggle-born,Unknown,Apprentice,False,2743,9,7,4,8
412,Kelly,Moore,2004-12-27,danielolson@cabrera-murray.com,001-460-602-9204x02780,2010-11-17,Junior Spell Crafter,Spellcrafting,1.0,Half-blood,Unicorn Hair,Intern,True,2162,9,7,4,12
413,Stacy,Foster,1726-08-29,zachary49@gmail.com,601.964.8122,2012-01-31,Junior Spell Crafter,Potion Research,21.0,Pureblood,Mysterious Core,Intern,True,3151,7,4,3,13
414,James,Bryant,1832-06-09,,+1-160-381-6575x787,2019-07-05,Potions Intern,HR & Muggle Relations,35.0,Muggle-born,Unknown,Master,False,2034,4,9,6,23
415,Miranda,Shepherd,1842-09-10,vreyes@hotmail.com,(181)508-7156x93117,2008-05-24,Junior Spell Crafter,Spellcrafting,42.0,Muggle-born,Mysterious Core,Intern,False,1587,1,2,8,23
416,Anna,Fleming,1922-07-08,heather47@wallace.com,001-881-283-9659,2007-07-10,Senior Enchanter,Mystical Logistics,7.0,Muggle-born,Unicorn Hair,Master,False,2471,2,9,7,18
417,Gloria,Ayers,1743-04-08,scotthoward@waters.info,542.312.7406x14036,2020-11-21,Senior Enchanter,Wand Engineering,42.0,Muggle-born,Unknown,Consultant,True,2761,2,9,6,10
418,Jo,Smith,1794-12-27,carteralexandria@mclaughlin-johnson.com,279-224-5628x926,2017-03-07,Senior Enchanter,Mystical Logistics,31.0,Squib,Unknown,Master,False,1083,2,7,7,24
419,Sheryl,Oliver,1941-01-10,,+1-063-766-0988,2028-13-40,Senior Enchanter,HR & Muggle Relations,42.0,Half-blood,Mysterious Core,Consultant,False,2493,4,5,5,7
420,Michael,Whitney,1858-11-16,hicksian@gibbs.com,4431542357,2018-01-19,Wand Safety Officer,Mystical Logistics,1.0,Squib,Unknown,Intern,True,1716,6,10,10,6
421,Connor,Foster,1864-12-16,rachelsanchez@gmail.com,323.351.1961x06746,2013-05-11,Wand Safety Officer,Spellcrafting,17.0,Half-blood,Phoenix Feather,Master,True,3230,2,10,4,6
422,Alexandria,MKnoz,1980-01-08,matthewcummings@gmail.com,(075)793-1129,2025-03-11,Senior Enchanter,Wand Engineering,8.0,Pureblood,Unicorn Hair,Master,False,3810,5,2,6,6
423,Donald,Hall,1840-06-04,karl64@mora.com,453-381-1527,2021-12-02,Master of Charms,HR & Muggle Relations,46.0,Squib,Veela Hair,Intern,True,2348,2,8,4,24
424,Pamela,Mitchull,1906-07-14,matthew23@yahoo.com,605-359-2558x48206,2017-11-19,Magical HR Specialist,Wand Engineering,21.0,Unknown,Mysterious Core,Intern,True,972,7,2,4,8
